Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
1237;Dominik;Balik;Politechnika Informatyczno-Elektroniczna;Kêdzierzyn-KoŸle 81-133;II;1068
1238;Marcin;Kowalski;Uniwersytet Królewski;Szczyrk 75-361;V;3197
1239;Izaak;Gawron;Uniwersytet Królewski;Tworóg 62-560;I;1231
1240;Michal;Piwonski;Uniwersytet Królewski;Lubliniec 14-322;I;2417
1241;Joanna;Nowak;Uniwersytet Rolniczy;Dobre Miasto 52-964;I;2178
1242;Ewa;Niewiarowska;Uniwersytet Królewski;Rzeszów 89-735;I;2722
1243;Walenty;Rutkowski;Uniwersytet Królewski;Wadowice 47-222;IV;890
1244;Roman;Jarosz;Uniwersytet Rolniczy;Kêpice 66-251;III;2129
1245;Lukasz;Kotala;Politechnika Królewska;Koœcian 26-594;II;653
1246;Bartlomiej;Konny;Uniwersytet Królewski;Che³m 37-997;IV;2964
1247;Janina;Giza;Politechnika Informatyczno-Elektroniczna;Kêdzierzyn-KoŸle 81-133;I;3335
1248;Dorota;Chojnacka;Politechnika Informatyczno-Elektroniczna;Lubliniec 14-322;III;2107
1249;Bogdan;Nowakowski;Politechnika Królewska;Zabrze 91-525;I;1290
1250;Pawel;Krol;Politechnika Królewska;Wodzis³aw Sl¹ski 83-544;V;1109
1251;Henryk;Walczak;Politechnika Królewska;Szczekociny 66-008;III;3035
1252;Stefan;Tomkow;Uniwersytet Królewski;Rybnik 24-983;II;3197
1253;Ireneusz;Banaszkiewicz;Uniwersytet Sportu i Turystyki;Giera³towice 04-834;I;1251
1254;Zofia;Gala;Politechnika Królewska;Zawiercie 58-922;II;2861
1255;Juliusz;Linek;Politechnika Informatyczno-Elektroniczna;Kleszczów 18-459;I;1244
1256;Franciszek;Kosiorowski;Uniwersytet Królewski;Nowy S¹cz 62-813;III;1470
1257;Anna;Sobol;Politechnika Informatyczno-Elektroniczna;KuŸnia Raciborska 78-122;I;1204
1258;Dariusz;Reszczynski;Politechnika Informatyczno-Elektroniczna;Nysa 72-297;I;1048
1259;Karol;Furmanik;Uniwersytet Rolniczy;Rzeszów 89-735;I;2387
1260;Krystian;Pieniak;Politechnika Informatyczno-Elektroniczna;Siemianowice Sl¹skie 09-006;I;1949
1261;Wladyslaw;Olcha;Uniwersytet Królewski;Toruñ 90-535;III;1117
1262;Aleksandra;Majewska;Politechnika Królewska;Nowy Targ 84-043;I;2206
1263;Jan;Kowalewicz;Uniwersytet Królewski;Zabrodzie 71-608;I;2283
1264;Krystyna;Barszczyk;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka 98-902;I;2407
1265;Lidia;Juzak;Politechnika Informatyczno-Elektroniczna;Soœnicowice 15-658;III;1073
1266;Joanna;Bilska;Politechnika Królewska;Kêdzierzyn-KoŸle 81-133;I;2807
1267;Maciej;Cisasny;Politechnika Królewska;Pyrzowice 49-345;II;1739
1268;Malwina;Manna;Politechnika Królewska;Gliwice 11-608;III;3161
1269;Monika;Antoszewska;Politechnika Informatyczno-Elektroniczna;Zamoœæ 99-773;I;2847
1270;Andrzej;Konik;Politechnika Informatyczno-Elektroniczna;Oœwiêcim 27-702;IV;1498
1271;Rafal;Kucharski;Wy¿sza Szko³a Techniczna;Tychy 76-939;II;1345
1272;Natalia;Rybinska;Politechnika Informatyczno-Elektroniczna;Lubliniec 14-322;I;2872
1273;Zygmunt;Jablonski;Politechnika Królewska;Sanok 71-890;IV;1185
1274;Jolanta;Tomczak;Akademia Sztuk Piêknych;Strzelce Opolskie 60-596;I;3335
1275;Andrzej;Kononowicz;Politechnika Królewska;Kogutek 99-754;IV;2730
1276;Zygmunt;Szczygielski;Politechnika Informatyczno-Elektroniczna;Na³êczów 83-630;II;2500
1277;Karolina;Michalec;Uniwersytet Królewski;Jas³o 92-050;I;2797
1278;Marcin;Bydgoski;Politechnika Informatyczno-Elektroniczna;Bochnia 89-362;I;578
1279;Irena;Banaczek;Politechnika Królewska;Ruda Sl¹ska 12-684;I;3085
1280;Adam;Bodny;Politechnika Informatyczno-Elektroniczna;Rzeszów 89-735;IV;1207
1281;Michal;Krzysztofinski;Uniwersytet Królewski;S³awków 42-081;V;2642
1282;Borys;Zimnowoda;Politechnika Informatyczno-Elektroniczna;Katowice 72-241;I;1058
1283;Tadeusz;Sadowski;Uniwersytet Królewski;Cieszyn 68-101;II;1003
1284;Paulina;Chaberek;Politechnika Królewska;Œwinoujskie 13-345;I;2806
1285;Izabella;Wlodarczak;Politechnika Informatyczno-Elektroniczna;Bielsk Podlaski 96-087;I;1069
1286;Anna;Potocka;Uniwersytet Rolniczy;Zakopane 00-995;I;1593
1287;Jedrzej;Kurzawinskai;Uniwersytet Królewski;Jas³o 92-050;V;3296
1288;Roksana;Sokolowska;Politechnika Informatyczno-Elektroniczna;Tychy 76-939;V;2430
1289;Malgorzata;Albert;Uniwersytet Królewski;Szczekociny 66-008;I;440
1290;Sabina;Krakowiak;Uniwersytet Królewski;£azy 63-587;II;2800
1291;Tadeusz;Terlecki;Uniwersytet Królewski;Tarnobrzeg 85-266;II;546
1292;Lech;Smolarz;Uniwersytet Królewski;Oborniki 33-160;I;1255
1293;Jacek;Huzar;Wy¿sza Szko³a Techniczna;Chorzów 97-545;V;1559
1294;Izabella;Wreczycka;Uniwersytet Rolniczy;Nowy S¹cz 62-813;V;1873
1295;Dariusz;Kratka;Politechnika Królewska;Jastrzêbie-Zdrój 51-394;I;2509
1296;Krystyna;Charkow;Politechnika Królewska;Koniaków 34-607;I;398
1297;Ewelina;Korczak;Uniwersytet Królewski;Wodzis³aw Sl¹ski 83-544;I;2906
1298;Mikolaj;Szala;Akademia Sztuk Piêknych;Tarnobrzeg 85-266;I;2325
1299;Dorota;Boszcz;Uniwersytet Królewski;Bielsk Podlaski 96-087;I;2162
1300;Edmund;Malborski;Uniwersytet Rolniczy;Rzeszów 89-735;I;681
1301;Michalina;Mol;Politechnika Informatyczno-Elektroniczna;Na³êczów 83-630;IV;2081
1302;Marcin;Wolak;Politechnika Informatyczno-Elektroniczna;Ruda Sl¹ska 12-684;II;775
1303;Gorzegorz;Turek;Uniwersytet Królewski;Czêstochowa 86-116;I;2498
1304;Alicja;Kwiecinska;Politechnika Informatyczno-Elektroniczna;Kêdzierzyn-KoŸle 81-133;I;632
1305;Alfred;Babalewski;Politechnika Informatyczno-Elektroniczna;Bytom 80-339;I;2451
1306;Matylda;Marzec;Uniwersytet Królewski;KuŸnia Raciborska 78-122;II;2995
1307;Rafal;Ramotowski;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie 60-596;IV;861
1308;Kinga;Pogoda;Politechnika Informatyczno-Elektroniczna;Gliwice 11-608;I;3213
1309;Kamil;Sokolowski;Uniwersytet Królewski;Cieszyn 68-101;V;1845
1310;Andrzej;Barabuk;Uniwersytet Ekonomiczny;Chorzów 97-545;I;1227
1311;Agnieszka;Kapuscinska;Politechnika Królewska;Nowy Targ 84-043;II;2227
1312;Edmund;Salezy;Uniwersytet Królewski;Rajcza 18-286;I;990
1313;Ryszard;Baranek;Uniwersytet Królewski;Ogrodniki 14-095;I;1047
1314;Tomasz;Krolikiewicz;Politechnika Informatyczno-Elektroniczna;Mys³owice 13-220;III;2856
1315;Wiktor;Holynski;Politechnika Informatyczno-Elektroniczna;Siemianowice Sl¹skie 09-006;V;2522
1316;Kazimierz;Celejewski;Politechnika Informatyczno-Elektroniczna;Wis³a 99-436;I;568
1317;Jaroslaw;Szturc;Politechnika Królewska;Racibórz 00-355;I;3131
1318;Kamil;Klimintowicz;Uniwersytet Królewski;Chy¿ne 76-235;III;2101
1319;Jerzy;Zambrowicz;Politechnika Informatyczno-Elektroniczna;Kety 36-844;I;515
1320;Jakub;Magielewski;Politechnika Informatyczno-Elektroniczna;Sieradz 62-407;I;3116
1321;Adrian;Misztal;Uniwersytet Królewski;Oœwiêcim 27-702;I;3349
1322;Maciej;Babicz;Uniwersytet Królewski;Ustroñ 51-637;IV;1645
1323;Barbara;Barska;Uniwersytet Królewski;Ogrodzieniec 82-082;IV;1047
1324;Krystyna;Boss;Uniwersytet Królewski;Brzesko 96-703;I;3040
1325;Tomasz;Hubisz;Uniwersytet Królewski;Pyrzowice 49-345;I;1470
1326;Eleonora;Gregoruk;Uniwersytet Królewski;Rybnik 24-983;I;1150
1327;Zbigniew;Rodek;Uniwersytet Pedagogiczny;Ruda Sl¹ska 12-684;II;1357
1328;Wlodzislaw;Wojtowicz;Politechnika Królewska;Katowice 72-241;V;807
1329;Marek;Liderski;Uniwersytet Sportu i Turystyki;Œwiêtoch³owice 38-932;I;2536
1330;Zofia;Nowak ;Uniwersytet Królewski;Pyrzowice 49-345;I;434
1331;Karol;Banach;Uniwersytet Królewski;Wojkowice 84-273;I;2840
1332;Franciszek;Dziedzic;Uniwersytet Królewski;Walce 28-103;I;2312
1333;Mariola;Kucharska;Uniwersytet Królewski;Miko³ów 96-497;I;373
1334;Michal;Batorowicz;Politechnika Królewska;Œwiêtoch³owice 38-932;I;1287
1335;Aleksandra;Piotrowska;Politechnika Informatyczno-Elektroniczna;Lublin 79-726;I;1210
1336;Jaroslaw;Matusz;Wy¿sza Szko³a Techniczna;Rybnik 24-983;V;2156
1337;Krystyna;Zukowska;Politechnika Królewska;Grudzi¹dz 43-210;I;1150
1338;Witold;Witkowski;Politechnika Informatyczno-Elektroniczna;Œwiêtoch³owice 38-932;II;2162
1339;Edward;Balowski;Uniwersytet Królewski;Rabka 30-698;I;1187
1340;Jan;Wilczek;Politechnika Informatyczno-Elektroniczna;KuŸnia Raciborska 78-122;I;1387
1341;Krystian;Szatylowicz;Uniwersytet Pedagogiczny;Radom 43-586;V;2564
1342;Ewelina;Paca;Politechnika Królewska;Na³êczów 83-630;I;350
1343;Adam;Piotrowski;Uniwersytet Sportu i Turystyki;Bochnia 89-362;V;3121
1344;Anna;Rolek;Politechnika Informatyczno-Elektroniczna;Tarnów 87-348;II;615
1345;Grzegorz;Kalamar;Uniwersytet Królewski;Miechów 47-553;II;412
1346;Jan;Witaj;Uniwersytet Królewski;Aleksandrow Kujawski 53-614;I;400
1347;Magdalena;Antos;Politechnika Informatyczno-Elektroniczna;Ruda Sl¹ska 12-684;I;430
1348;Joanna;Wasowicz;Uniwersytet Królewski;Bia³aszewo 56-545;I;757
1349;Przemyslaw;Dobrzynski;Uniwersytet Pedagogiczny;Jêdrzejów 62-049;I;2648
1350;Piotr;Kisielewicz;Politechnika Królewska;Zgorzelec 79-972;I;3026
1351;Jerzy;Banan;Politechnika Królewska;Bêdzin 69-501;I;1463
1352;Rafal;Blocki;Politechnika Informatyczno-Elektroniczna;Œwiêtoch³owice 38-932;I;2425
1353;Bartosz;Bek;Uniwersytet Królewski;Tarnów 87-348;I;669
1354;Piotr;Bentkowski;Uniwersytet Królewski;Siewierz 65-885;I;2587
1355;Bernard;Kregiel;Politechnika Informatyczno-Elektroniczna;Rzeszów 89-735;I;2289
1356;Malgorzata;Cichawa;Uniwersytet Królewski;D³ugopole-Zdrój 07-772;II;1949
1357;Danuta;Pietruszka;Uniwersytet Ekonomiczny;Istebna 22-654;I;918
1358;Andrzej;Korzeniewski;Politechnika Informatyczno-Elektroniczna;Siemianowice Sl¹skie 09-006;I;3116
1359;Zofia;Bakus;Uniwersytet Królewski;Kielce 04-274;II;945
1360;Miron;Symanski;Uniwersytet Ekonomiczny;Nowy Targ 84-043;V;3075
1361;Witold;Kornacki;Politechnika Królewska;Miko³ów 96-497;I;2770
1362;Mikolaj;Grochalski;Akademia Sztuk Piêknych;Tarnobrzeg 85-266;I;1047
1363;Marcin;Walczak;Uniwersytet Królewski;Wadowice 47-222;V;2063
1364;Jacek;Rynkiewicz;Politechnika Królewska;Sanok 71-890;I;1578
1365;Marcin;Janeczek;Politechnika Informatyczno-Elektroniczna;Pyrzowice 49-345;IV;628
1366;Halina;Bajerek;Politechnika Królewska;Bielsk Podlaski 96-087;I;2047
1367;Dominik;Zelechowski;Uniwersytet Pedagogiczny;Pilica 15-308;I;2926
1368;Antoni;Buchalterz;Politechnika Informatyczno-Elektroniczna;Nowy Targ 84-043;III;1308
1369;Joanna;Majeczek;Politechnika Informatyczno-Elektroniczna;Gliwice 11-608;I;3060
1370;Patrycja;Majka;Uniwersytet Sportu i Turystyki;Œwiêtoch³owice 38-932;I;783
1371;Bronislawa;Zwozniak;Politechnika Informatyczno-Elektroniczna;Tworóg 62-560;III;2009
1372;Lukasz;Ostrobramski;Politechnika Informatyczno-Elektroniczna;Tarnów 87-348;II;2376
1373;Piotr;Baranski;Politechnika Informatyczno-Elektroniczna;Krosno 80-338;I;2861
1374;Barbara;Kaczmarek;Politechnika Informatyczno-Elektroniczna;Krosno 80-338;II;2792
1375;Adam;Warka;Politechnika Królewska;Rzeszów 89-735;II;1217
1376;Ewa;Pustelnik;Akademia Sztuk Piêknych;Trzebinia 26-607;I;1449
1377;Jerzy;Soplica;Uniwersytet Ekonomiczny;Dobre Miasto 52-964;I;2472
1378;Wojciech;Kaminski;Uniwersytet Królewski;Trzebinia 26-607;V;587
1379;Boguslawa;Sawicka;Uniwersytet Ekonomiczny;Bielsk Podlaski 96-087;V;2168
1380;Wincenty;Pohorecki;Uniwersytet Muzyczny;Pyrzowice 49-345;II;1619
1381;Maciej;Proniewicz;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka 98-902;III;1252
1382;Wislawa;Slonina;Politechnika Królewska;Krapkowice 94-560;IV;2012
1383;Danuta;Krak;Politechnika Informatyczno-Elektroniczna;Kêdzierzyn-KoŸle 81-133;I;2171
1384;Janusz;Wrobel;Uniwersytet Królewski;Œwiêtoch³owice 38-932;V;3234
1385;Marek;Poludniak;Uniwersytet Rolniczy;Piechowice 57-943;V;1569
1386;Hanna;Karska;Uniwersytet Królewski;Pu³awy 66-219;I;1912
1387;Patrycja;Dona;Politechnika Królewska;Soœnicowice 15-658;I;2571
1388;Szymon;Kulik;Akademia Sztuk Piêknych;Bochnia 89-362;I;834
1389;Sonia;Kozubik;Uniwersytet Królewski;Ustroñ 51-637;I;768
1390;Mikolaj;Mela;Uniwersytet Królewski;Limanowa 65-385;III;2192
1391;Ewelina;Rykala;Politechnika Królewska;Giera³towice 04-834;I;1236
1392;Jedrzej;Banas;Uniwersytet Królewski;Krzeszowice 91-488;V;2002
1393;Beata;Myrcik;Uniwersytet Królewski;Sosnowiec 14-721;III;2330
1394;Anna;Ostrowska;Uniwersytet Królewski;Kielce 04-274;I;622
1395;Henryka;Blizna;Uniwersytet Pedagogiczny;Œwiêtoch³owice 38-932;II;3006
1396;Cecylia;Jaskolska;Akademia Sztuk Piêknych;Koœcian 26-594;III;3050
1397;Piotr;Siudut;Uniwersytet Królewski;Lêdziny 27-535;I;2195
1398;Arnold;Bandera;Uniwersytet Rolniczy;Kielce 04-274;I;500
1399;Janusz;Slomski;Politechnika Królewska;Kêpice 66-251;III;2778
1400;Alicja;Gorniak;Wy¿sza Szko³a Techniczna;Gorki Male 36-984;I;658
1401;Lukasz;Bajor;Politechnika Informatyczno-Elektroniczna;Warszawa 83-294;I;1527
1402;Grzegorz;Zaba;Uniwersytet Królewski;Opole 16-549;III;1006
1403;Patryk;Zychowicz;Politechnika Informatyczno-Elektroniczna;Sanok 71-890;I;2391
1404;Malgorzata;Bedka;Politechnika Informatyczno-Elektroniczna;Ustroñ 51-637;II;2494
1405;Zygmunt;Augustyniak;Uniwersytet Sportu i Turystyki;Dêblin 53-807;II;2006
1406;Adam;Grzmot;Politechnika Informatyczno-Elektroniczna;Oœwiêcim 27-702;V;890
1407;Jolanta;Guryn;Politechnika Informatyczno-Elektroniczna;Miko³ów 96-497;I;2391
1408;Joanna;Warzecha;Politechnika Informatyczno-Elektroniczna;Czêstochowa 86-116;III;833
1409;Alina;Nowak;Politechnika Królewska;Ciechocinek 98-839;I;1234
1410;Piotr;Papier;Politechnika Informatyczno-Elektroniczna;Rajcza 18-286;I;987
1411;Patrycja;Fleisch;Uniwersytet Pedagogiczny;Bytom 80-339;I;585
1412;Adam;Cichowas;Uniwersytet Królewski;Karniewo 21-405;I;2865
1413;Dominika;Kierat;Politechnika Informatyczno-Elektroniczna;Wadowice 47-222;I;1493
1414;Piotr;Targosz;Politechnika Królewska;Chalupki 70-071;I;2597
1415;Michal;Szmigin;Uniwersytet Królewski;Œwiêtoch³owice 38-932;III;3126
1416;Antoni;Graczyk;Politechnika Informatyczno-Elektroniczna;Pyrzowice 49-345;IV;2209
1417;Malgorzata;Balinska;Politechnika Informatyczno-Elektroniczna;Elbl¹g 10-656;I;1709
1418;Justyna;Sliwinska;Politechnika Informatyczno-Elektroniczna;Kielce 04-274;I;2818
1419;Witold;Kowal;Politechnika Królewska;Tarnobrzeg 85-266;II;2591
1420;Beata;Rejkowicz;Politechnika Informatyczno-Elektroniczna;Nowy Targ 84-043;I;1822
1421;Marta;Bajerka;Uniwersytet Królewski;S³awków 42-081;I;2757
1422;Karolina;Krynicka;Uniwersytet Królewski;Racibórz 00-355;I;962
1423;Zofia;Cybulska;Politechnika Królewska;Koniaków 34-607;II;2100
1424;Kacper;Gajdemski;Uniwersytet Królewski;Przemyœl 38-959;III;2793
1425;Adam;Prokop;Politechnika Informatyczno-Elektroniczna;Gubin 94-706;I;898
1426;Kleopatra;Janska;Uniwersytet Królewski;Tarnobrzeg 85-266;I;724
1427;Jadwiga;Balcerowska;Uniwersytet Królewski;Szczyrk 75-361;I;1158
1428;Joanna;Podczasiak;Uniwersytet Ekonomiczny;D³ugopole-Zdrój 07-772;I;921
1429;Hanna;Cabaj;Uniwersytet Królewski;Katowice 72-241;V;2281
1430;Katarzyna;Komar;Uniwersytet Królewski;Oœwiêcim 27-702;I;2969
1431;Pawel;Zmelty;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie 60-596;I;397
1432;Adam;Kral;Politechnika Królewska;Siewierz 65-885;I;2164
1433;Kajetan;Szczepanski;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie 60-596;IV;2369
1434;Adrian;Badera;Uniwersytet Pedagogiczny;S³awków 42-081;I;2481
1435;Adelajda;Czerwinska;Uniwersytet Królewski;Tarnobrzeg 85-266;III;2940
1436;Alina;Miekus;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie 60-596;I;896
1437;Lidia;Sroda;Politechnika Informatyczno-Elektroniczna;Wadowice 47-222;IV;1577
1438;Alicja;Danek;Uniwersytet Królewski;Tarnów 87-348;I;787
1439;Danuta;Muniak;Uniwersytet Królewski;Mys³owice 13-220;I;1924
1440;Natalia;Zawalinska;Politechnika Informatyczno-Elektroniczna;Lêdziny 27-535;I;1082
1441;Emila;Florek;Uniwersytet Królewski;Piwniczna-Zdrój 09-592;I;2316
1442;Adam;Lewik;Politechnika Królewska;Bielsk Podlaski 96-087;IV;2728
1443;Jadwiga;Duzy;Politechnika Informatyczno-Elektroniczna;Walce 28-103;I;2256
1444;Kacper;Billa;Uniwersytet Ekonomiczny;Katowice 72-241;IV;2354
1445;Jan;Witaszczyk;Uniwersytet Królewski;¯ory 29-724;V;973
1446;Michal;Katon;Uniwersytet Królewski;Soœnicowice 15-658;IV;689
1447;Janusz;Rys;Politechnika Informatyczno-Elektroniczna;Dêbowiec 36-478;V;1216
1448;Celina;Bednarska;Politechnika Królewska;Zamoœæ 99-773;I;1264
1449;Jan;Majewski;Politechnika Informatyczno-Elektroniczna;Czêstochowa 86-116;I;2899
1450;Janina;Witarek;Akademia Sztuk Piêknych;Miêdzyrzecz 64-542;I;1863
1451;Karolina;Rogowska;Uniwersytet Pedagogiczny;Oborniki 33-160;I;3050
1452;Oskar;Ploszaj;Uniwersytet Królewski;Kleszczów 18-459;II;1257
1453;Anna;Marciniak;Uniwersytet Królewski;Jêdrzejów 62-049;V;3038
1454;Arkadiusz;Pyzikowski;Uniwersytet Królewski;S³awków 42-081;III;2036
1455;Marcin;Szumowski;Politechnika Informatyczno-Elektroniczna;Dêblin 53-807;I;1310
1456;Anastazja;Czarnecka;Uniwersytet Królewski;Katowice 72-241;II;1700
1457;Leszek;Bareczek;Akademia Sztuk Piêknych;Nowy Targ 84-043;I;2922
1458;Beata;Pogonska;Akademia Sztuk Piêknych;Kobylin-Borzymy 21-258;IV;2983
1459;Klaudia;Dziarska;Uniwersytet Ekonomiczny;Lubaczów 60-915;V;1945
1460;Zofia;Mazowiecka;Uniwersytet Rolniczy;Ruda Sl¹ska 12-684;II;1965
1461;Rafal;Radwan;Politechnika Informatyczno-Elektroniczna;Gieb³o 76-179;IV;2914
1462;Karolina;Dabrowka;Politechnika Królewska;Poraj 80-436;I;2145
1463;Kinga;Winkler;Uniwersytet Królewski;Tworóg 62-560;I;2655
1464;Brygida;Molikiewicz;Politechnika Królewska;Tworóg 62-560;I;725
1465;Adam;Wojtas;Politechnika Informatyczno-Elektroniczna;Siemianowice Sl¹skie 09-006;I;1906
1466;Anna;Balcerek;Akademia Sztuk Piêknych;Tychy 76-939;I;1624
1467;Nicola;Oleksza;Politechnika Królewska;Czêstochowa 86-116;I;381
1468;Walery;Susel;Politechnika Informatyczno-Elektroniczna;Nowy S¹cz 62-813;III;2097
1469;Janusz;Tkaczyk;Uniwersytet Królewski;Mys³owice 13-220;I;633
1470;Maria;Bujaczka;Politechnika Informatyczno-Elektroniczna;Nowy S¹cz 62-813;I;1216
1471;Olgierd;Rokpol;Uniwersytet Ekonomiczny;Ciechanów 37-640;I;3348
1472;Adrianna;Wojtas;Politechnika Królewska;Koniaków 34-607;II;2746
1473;Jan;Orlowski;Politechnika Informatyczno-Elektroniczna;Na³êczów 83-630;I;1314
1474;Marcin;Budzisz;Politechnika Informatyczno-Elektroniczna;Gliwice 11-608;I;1837
1475;Adrianna;Tarara;Uniwersytet Ekonomiczny;Katowice 72-241;II;3255
1476;Anna;Marchlewska;Uniwersytet Królewski;Miko³ów 96-497;I;385
1477;Kamil;Tusinski;Uniwersytet Królewski;Olszyna 69-786;IV;1663
1478;Mateusz;Pyla;Uniwersytet Królewski;Chalupki 70-071;III;2902
1479;Halina;Fido;Politechnika Informatyczno-Elektroniczna;Œwiêtoch³owice 38-932;IV;3069
1480;Magdalena;Sznyrowska;Politechnika Informatyczno-Elektroniczna;Siemianowice Sl¹skie 09-006;I;1096
1481;Martyn;Milek;Politechnika Królewska;Józefów 40-643;IV;1363
1482;Janina;Ciechanowicz;Uniwersytet Ekonomiczny;Katowice 72-241;I;2829
1483;Alicja;Chrzan;Uniwersytet Rolniczy;Halinów 33-056;I;1489
1484;Andrzej;Bawar;Uniwersytet Królewski;Tworóg 62-560;I;1189
1485;Patryk;Barcikowski;Politechnika Informatyczno-Elektroniczna;D¹browa Górnicza 75-727;I;2031
1486;Ewelina;Marzec;Politechnika Informatyczno-Elektroniczna;Szczekociny 66-008;II;1993
1487;Laura;Ochota;Uniwersytet Królewski;Wodzis³aw Sl¹ski 83-544;I;1622
1488;Ewelina;Chojna;Uniwersytet Pedagogiczny;Alwernia 27-938;I;355
1489;Zbigniew;Fijas;Politechnika Informatyczno-Elektroniczna;Rajcza 18-286;II;2746
1490;Grazyna;Sikorowicz;Politechnika Informatyczno-Elektroniczna;Tychy 76-939;I;505
1491;Ireneusz;Szydlak;Politechnika Informatyczno-Elektroniczna;Tychy 76-939;II;1971
1492;Malgorzata;Bronicz;Uniwersytet Królewski;E³k 05-563;I;2290
1493;Paulina;Malecka;Wy¿sza Szko³a Techniczna;Giera³towice 04-834;I;2037
1494;Krystian;Dunaj;Politechnika Informatyczno-Elektroniczna;Trzebinia 26-607;V;2634
1495;Zbigniew;Milion;Uniwersytet Rolniczy;Bytom 80-339;II;545
1496;Alan;Nieszporek;Politechnika Informatyczno-Elektroniczna;Myszków 91-786;I;1921
1497;Wanda;Barabasz;Politechnika Królewska;Tarnów 87-348;II;1227
1498;Dawid;Adamek;Politechnika Informatyczno-Elektroniczna;Jas³o 92-050;I;1512
1499;Ewa;Malkowska;Politechnika Informatyczno-Elektroniczna;Je¿ewo 53-780;I;1388
1500;Paulina;Andruszewska;Politechnika Informatyczno-Elektroniczna;Na³êczów 83-630;I;766
1501;Elzbieta;Kosinska;Politechnika Informatyczno-Elektroniczna;Legnica 58-930;I;2455
1502;Artur;Biankowski;Uniwersytet Królewski;Radom 43-586;I;577
1503;Malgorzata;Podsiadlo;Politechnika Informatyczno-Elektroniczna;Daszyna 43-141;I;1164
1504;Wioletta;Oliwa;Uniwersytet Królewski;Gubin 94-706;III;762
1505;Eustachy;Czyrnek;Politechnika Informatyczno-Elektroniczna;Kêdzierzyn-KoŸle 81-133;IV;536
1506;Boguslawa;Kowalska;Politechnika Informatyczno-Elektroniczna;Bochnia 89-362;III;2453
1507;Antoni;Rutkowski;Uniwersytet Królewski;Trzebinia 26-607;I;3173
1508;Michal;Kowalski;Politechnika Informatyczno-Elektroniczna;Bêdzin 69-501;V;2706
1509;Agnieszka;Æmiel;Politechnika Królewska;Sucha Beskidzka 98-902;I;2319
1510;Wieslaw;Helski;Politechnika Informatyczno-Elektroniczna;Walce 28-103;II;534
1511;Aleksy;Domagalik;Uniwersytet Ekonomiczny;Bia³ystok 54-632;II;1749
1512;Katarzyna;Ogrodniczak;Uniwersytet Pedagogiczny;Warszawa 83-294;III;1421
1513;Maciej;Kaminski;Politechnika Informatyczno-Elektroniczna;Dobre Miasto 52-964;III;1509
1514;Bronislaw;Chwala;Uniwersytet Królewski;Trzebinia 26-607;I;1032
1515;Jozafat;Marcinkiewicz;Politechnika Informatyczno-Elektroniczna;Gostyñ 97-023;III;3054
1516;Miron;Mewa;Uniwersytet Królewski;K³omnice 43-045;V;2311
1517;Zofia;Piwowarczyk;Akademia Sztuk Piêknych;Nysa 72-297;V;1206
1518;Jakub;Grzybowski;Uniwersytet Pedagogiczny;Kielce 04-274;I;2915
1519;Janusz;Kowalonek;Uniwersytet Pedagogiczny;Gliwice 11-608;II;1974
1520;Teresa;Wrobel;Politechnika Królewska;Nowy S¹cz 62-813;IV;2341
1521;Karolina;Kryniewska;Politechnika Królewska;Œwiêtoch³owice 38-932;I;795
1522;Sergiusz;Migdalowski;Uniwersytet Królewski;Katowice 72-241;IV;2008
1523;Tomasz;Gwozdziewicz;Politechnika Informatyczno-Elektroniczna;Grudzi¹dz 43-210;II;1995
1524;Ryszard;Lubaszka;Politechnika Informatyczno-Elektroniczna;Zakopane 00-995;II;1399
1525;Jakub;Wilinski;Politechnika Informatyczno-Elektroniczna;Œwiêtoch³owice 38-932;III;1525
1526;Tadeusz;Sienkiewicz;Politechnika Informatyczno-Elektroniczna;Skierniewice 18-665;II;3207
1527;Jakub;Hajdukiewicz;Uniwersytet Królewski;Sosnowiec 14-721;I;1627
1528;Ilona;Banasiewicz;Uniwersytet Królewski;Ogrodzieniec 82-082;I;2796
1529;Slawomir;Balcerowski;Politechnika Informatyczno-Elektroniczna;Sosnowiec 14-721;II;1236
1530;Tomasz;Witas;Politechnika Informatyczno-Elektroniczna;Wolbrom 46-174;II;2728
1531;Slawomir;Kominiarz;Uniwersytet Królewski;Tarnów 87-348;V;1882
1532;Krystyna;Damska;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg 85-266;I;1502
1533;Jan;Oleksy;Politechnika Królewska;Ciechocinek 98-839;III;3180
1534;Agata;Najowicz;Uniwersytet Królewski;Prudnik 09-823;I;2951
1535;Agata;Rakulska;Uniwersytet Królewski;Na³êczów 83-630;I;1824
1536;Wiktor;Buczkowski;Uniwersytet Królewski;Bielsk Podlaski 96-087;II;1267
1537;Alicja;Kraus;Politechnika Królewska;Jaworzno 98-650;I;3162
1538;Michal;Polak;Uniwersytet Ekonomiczny;Warszawa 83-294;I;1720
1539;Henryk;Barylka;Politechnika Informatyczno-Elektroniczna;Rajcza 18-286;I;2909
